ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
4806,,,7,5,278,4,,,5,1572,1
4807,,,6,1,260,4,,,2,1131,0
4808,,,6,3,254,4,,,6,1335,0
4809,,,2,4,151,4,,,6,1803,0
4810,,,2,5,198,2,,,4,1913,1
4811,,,6,4,243,4,,,9,1353,1
4812,,,6,5,245,4,,,8,1403,0
4813,,,6,4,300,4,,,8,1301,1
4814,,,6,1,303,4,,,10,1003,0
4815,,,7,3,286,4,,,3,1670,0
4816,,,7,2,248,4,,,1,1163,1
4817,,,6,5,244,4,,,9,1789,1
4818,,,7,1,290,4,,,9,1885,0
4819,,,4,3,260,5,,,10,1832,1
4820,,,6,5,310,4,,,1,1105,1
4821,,,6,3,247,4,,,3,1616,1
4822,,,6,5,281,4,,,8,1241,1
4823,,,6,3,260,4,,,9,1800,0
4824,,,6,1,263,4,,,6,1153,0
4825,,,5,1,285,4,,,10,1428,0
4826,,,3,4,269,3,,,9,5133,1
4827,,,2,5,205,6,,,2,5671,0
4828,,,3,2,109,3,,,4,5746,0
4829,,,5,4,216,2,,,6,4535,0
4830,,,3,2,184,3,,,8,4994,0
4831,,,4,4,106,2,,,6,5984,0
4832,,,3,1,228,2,,,5,4456,1
4833,,,4,5,140,3,,,8,4956,0
4834,,,4,3,251,3,,,5,4206,0
4835,,,3,3,153,3,,,5,4578,1
4836,,,4,4,176,2,,,1,5793,0
4837,,,4,3,206,2,,,4,5194,1
4838,,,3,3,189,2,,,9,4690,0
4839,,,2,2,251,6,,,1,4165,1
4840,,,4,3,155,3,,,1,4360,1
4841,,,6,4,260,5,,,2,4687,1
4842,,,5,1,156,6,,,4,4821,0
4843,,,4,2,225,2,,,7,5241,1
4844,,,6,5,284,4,,,8,5346,1
4845,,,5,3,263,2,,,3,4474,1
4846,,,3,3,238,2,,,2,5512,0
4847,,,5,4,267,2,,,7,5292,0
4848,,,3,3,101,2,,,9,4860,0
4849,,,3,1,175,3,,,1,4872,0
4850,,,4,5,261,2,,,3,4119,0
4851,,,5,3,150,3,,,10,4799,1
4852,,,3,5,206,4,,,2,5829,1
4853,,,4,4,254,4,,,10,4827,0
4854,,,4,2,159,3,,,5,4985,1
4855,,,2,5,284,3,,,6,4575,0
4856,,,3,1,170,2,,,9,4112,0
4857,,,4,5,245,3,,,7,4297,0
4858,,,4,5,152,3,,,5,5191,0
4859,,,5,4,193,4,,,4,5757,1
4860,,,5,3,231,2,,,8,5743,1
4861,,,4,1,212,3,,,3,4896,0
4862,,,3,4,185,2,,,8,5449,1
4863,,,4,3,223,3,,,10,5560,1
4864,,,4,1,241,4,,,9,5360,0
4865,,,5,4,215,3,,,5,5552,1
4866,,,4,5,261,2,,,6,5920,0
4867,,,4,3,158,5,,,7,4344,1
4868,,,3,3,166,2,,,8,5871,0
4869,,,4,3,280,6,,,8,4525,0
4870,,,3,2,264,3,,,8,5831,0
4871,,,3,3,204,2,,,6,5612,0
4872,,,4,4,261,2,,,9,5306,1
4873,,,6,4,138,3,,,4,4225,0
4874,,,4,4,225,2,,,10,4829,1
4875,,,4,4,238,5,,,1,4753,0
4876,,,4,5,234,3,,,3,5142,1
4877,,,4,2,237,3,,,7,4785,0
4878,,,3,3,165,3,,,4,5924,1
4879,,,2,1,148,2,,,10,5939,1
4880,,,5,1,148,4,,,2,5821,1
4881,,,3,3,218,3,,,4,5086,1
4882,,,4,5,218,6,,,5,4364,1
4883,,,4,3,181,4,,,8,5106,0
4884,,,2,1,138,2,,,8,4932,1
4885,,,3,4,206,3,,,5,4022,0
4886,,,5,1,172,2,,,7,5165,0
4887,,,4,2,160,2,,,5,4343,0
4888,,,5,2,225,4,,,1,4328,1
4889,,,6,5,206,6,,,2,4014,1
4890,,,5,5,232,3,,,2,4545,1
4891,,,3,4,232,3,,,6,4050,0
4892,,,3,4,197,2,,,3,4865,0
4893,,,5,1,246,3,,,3,5013,0
4894,,,3,4,241,3,,,3,4047,0
4895,,,6,5,211,4,,,4,4032,0
4896,,,3,3,162,2,,,9,4903,0
4897,,,3,1,264,4,,,10,4265,0
4898,,,5,3,211,3,,,5,5087,0
4899,,,4,5,159,5,,,7,4063,0
4900,,,5,5,166,2,,,2,4562,1
4901,,,4,4,163,6,,,1,4584,0
4902,,,4,3,164,2,,,3,5735,0
4903,,,5,1,255,3,,,6,4044,1
4904,,,4,3,153,3,,,6,5748,0
4905,,,3,1,165,2,,,6,4445,0
4906,,,3,2,162,3,,,6,4505,1
4907,,,3,1,223,3,,,8,5318,0
4908,,,3,4,200,2,,,6,4751,1
4909,,,3,5,194,3,,,3,4435,1
4910,,,3,1,257,2,,,6,4897,1
4911,,,2,1,188,2,,,5,5250,0
4912,,,3,4,221,3,,,1,5391,0
4913,,,4,4,193,2,,,6,4855,1
4914,,,3,1,166,2,,,2,5710,1
4915,,,4,4,212,2,,,8,4239,0
4916,,,3,2,252,3,,,7,4507,0
4917,,,3,1,155,2,,,7,4221,1
4918,,,4,5,244,4,,,2,5365,1
4919,,,3,3,162,2,,,7,5719,1
4920,,,2,1,228,2,,,10,4854,1
4921,,,4,3,208,3,,,3,4837,1
4922,,,5,3,156,3,,,7,4293,0
4923,,,3,1,209,2,,,1,5779,1
4924,,,4,5,203,2,,,8,4450,1
4925,,,4,4,196,5,,,7,4622,0
4926,,,4,4,256,3,,,8,4398,0
4927,,,4,5,159,4,,,4,4816,0
4928,,,5,5,137,4,,,4,5888,0
4929,,,2,5,271,3,,,4,5775,0
4930,,,5,1,264,2,,,3,4056,1
4931,,,2,2,264,3,,,1,4518,0
4932,,,4,3,205,2,,,10,4178,1
4933,,,5,1,266,3,,,10,5858,0
4934,,,5,4,200,3,,,8,5206,1
4935,,,4,4,154,6,,,10,4361,1
4936,,,3,2,178,3,,,4,5119,1
4937,,,5,2,198,3,,,7,5768,1
4938,,,3,4,218,2,,,2,5973,0
4939,,,4,4,185,3,,,6,4238,1
4940,,,3,4,235,3,,,4,5498,0
4941,,,3,5,251,3,,,4,4156,1
4942,,,5,2,275,5,,,9,5168,1
4943,,,5,2,156,5,,,9,5237,0
4944,,,3,5,135,3,,,3,4938,0
4945,,,4,1,143,3,,,4,4283,0
4946,,,5,1,240,3,,,10,5277,0
4947,,,5,2,131,5,,,4,4600,1
4948,,,4,5,142,3,,,2,5692,0
4949,,,5,4,275,4,,,7,4597,0
4950,,,5,5,137,3,,,5,5914,1
4951,,,3,3,165,4,,,3,4235,0
4952,,,5,4,250,2,,,10,4277,0
4953,,,4,2,242,3,,,10,4721,0
4954,,,3,3,181,3,,,3,5620,1
4955,,,4,4,211,3,,,5,4812,0
4956,,,2,2,177,4,,,8,5878,1
4957,,,3,3,135,3,,,2,5860,0
4958,,,6,4,151,3,,,10,5414,1
4959,,,5,4,250,6,,,1,4343,0
4960,,,5,5,191,4,,,10,4933,1
4961,,,2,4,158,5,,,2,4303,1
4962,,,3,3,229,2,,,1,5670,0
4963,,,4,5,169,4,,,6,4168,1
4964,,,5,1,164,3,,,7,4540,1
4965,,,4,1,177,2,,,6,5566,0
4966,,,4,4,193,3,,,8,4715,1
4967,,,4,1,198,3,,,1,4090,0
4968,,,3,1,268,3,,,2,4746,1
4969,,,3,3,269,3,,,8,5910,0
4970,,,4,3,275,3,,,3,4824,0
4971,,,5,5,233,3,,,5,5330,0
4972,,,2,5,259,3,,,3,4770,1
4973,,,3,5,239,6,,,8,5791,1
4974,,,3,2,134,3,,,3,5232,0
4975,,,5,4,131,8,,,7,4471,0
4976,,,4,2,194,8,,,10,5995,0
4977,,,4,5,261,3,,,2,4954,1
4978,,,4,2,254,10,,,7,5820,0
4979,,,4,1,161,6,,,2,5734,0
4980,,,4,5,227,2,,,7,4414,0
4981,,,3,1,165,3,,,10,4208,0
4982,,,3,2,156,7,,,9,5313,1
4983,,,3,3,262,7,,,9,5097,0
4984,,,4,3,263,3,,,4,4150,1
4985,,,4,2,196,3,,,1,5172,1
4986,,,6,1,152,2,,,3,1340,0
4987,,,7,1,278,4,,,10,1508,1
4988,,,6,4,260,4,,,1,1726,0
4989,,,6,5,254,4,,,7,1674,0
4990,,,2,4,151,4,,,2,1150,0
4991,,,2,3,198,2,,,6,1996,0
4992,,,6,2,243,4,,,9,1258,1
4993,,,6,2,245,4,,,10,1448,0
4994,,,3,5,268,3,,,6,5603,0
4995,,,3,3,269,3,,,6,4260,1
4996,,,4,4,275,3,,,10,5674,1
4997,,,5,2,233,3,,,7,5323,1
4998,,,2,2,259,3,,,6,4840,1
4999,,,3,3,239,6,,,7,4501,1
5000,,,3,3,134,3,,,8,4950,0
5001,,,5,3,131,8,,,5,4149,1
5002,,,4,5,194,8,,,9,4843,1
5003,,,4,2,261,3,,,1,4931,0
5004,,,4,5,254,10,,,7,5524,1
5005,,,4,3,161,6,,,6,5560,1
5006,,,4,4,227,2,,,7,4916,0
5007,,,3,4,165,3,,,10,4910,0
5008,,,3,3,156,7,,,2,5467,0
5009,,,3,2,262,7,,,5,5985,1
5010,,,4,3,263,3,,,3,5253,0
5011,,,4,3,196,3,,,10,4194,1
5012,,,6,2,152,2,,,6,1711,0
5013,,,7,3,278,4,,,8,1909,1
5014,,,6,5,260,4,,,10,1799,0
5015,,,6,2,254,4,,,4,1392,0
5016,,,2,3,151,4,,,3,1353,1
5017,,,2,3,198,2,,,6,1730,1
5018,,,5,2,285,4,,,7,1666,1
5019,,,7,1,306,4,,,5,1467,0
5020,,,6,4,291,4,,,5,1327,0
5021,,,6,3,292,4,,,8,1925,0
5022,,,6,2,293,5,,,3,1969,0
5023,,,6,4,275,4,,,3,1182,0
5024,,,6,5,274,4,,,6,1066,0
5025,,,7,2,310,4,,,7,1294,0
5026,,,6,5,292,4,,,4,1762,1
5027,,,6,3,256,5,,,1,1980,0
5028,,,7,4,295,4,,,5,1239,0
5029,,,3,5,149,2,,,5,1023,0
5030,,,6,5,294,4,,,2,1273,1
5031,,,6,3,281,4,,,7,1599,1
5032,,,6,4,294,4,,,6,1112,0
5033,,,6,5,249,4,,,8,1274,0
5034,,,6,5,276,4,,,6,1005,1
5035,,,7,5,284,4,,,8,1148,1
5036,,,4,5,134,3,,,1,1008,0
5037,,,6,3,271,4,,,1,1733,0
5038,,,6,2,244,4,,,1,1406,1
5039,,,6,1,264,4,,,10,1960,0
5040,,,6,5,275,4,,,8,1553,1
5041,,,7,3,310,4,,,7,1989,0
5042,,,6,2,301,5,,,3,1586,0
5043,,,6,3,247,4,,,9,1011,0
5044,,,4,2,224,2,,,9,5603,1
5045,,,3,5,242,2,,,6,5635,0
5046,,,4,1,145,2,,,2,5209,0
5047,,,4,1,150,2,,,5,4140,0
5048,,,4,4,266,3,,,4,5905,0
5049,,,5,1,260,2,,,4,5580,0
5050,,,4,1,259,3,,,5,4435,1
5051,,,4,3,192,3,,,10,4068,0
5052,,,3,1,149,3,,,5,4805,1
5053,,,4,1,133,2,,,1,5274,1
5054,,,4,4,145,3,,,3,5424,1
5055,,,3,4,186,3,,,1,5922,1
5056,,,5,3,267,3,,,8,5786,1
5057,,,3,3,157,4,,,2,5684,0
5058,,,4,2,174,3,,,3,5920,0
5059,,,4,4,216,2,,,4,5984,0
5060,,,4,3,143,3,,,2,4693,0
5061,,,5,1,135,3,,,3,4939,1
5062,,,4,2,222,3,,,4,5919,0
5063,,,6,2,140,2,,,1,4053,0
5064,,,4,2,209,2,,,9,5131,0
5065,,,3,5,162,2,,,4,4495,0
5066,,,5,2,152,4,,,6,5596,0
5067,,,4,2,236,3,,,9,4725,0
5068,,,4,5,192,4,,,10,4691,0
5069,,,5,2,233,3,,,4,4140,0
5070,,,3,5,156,3,,,2,4190,1
5071,,,5,1,257,3,,,7,4133,0
5072,,,4,5,228,4,,,4,4750,0
5073,,,5,1,262,2,,,9,5008,0
5074,,,3,1,203,2,,,2,4647,1
5075,,,4,5,217,4,,,3,5966,0
5076,,,3,1,197,5,,,6,5919,0
5077,,,3,5,217,3,,,9,4306,0
5078,,,3,2,200,4,,,4,4918,0
5079,,,4,3,181,3,,,10,4541,1
5080,,,4,1,212,3,,,2,4353,1
5081,,,5,3,217,2,,,4,5588,0
5082,,,5,4,240,4,,,2,5215,0
5083,,,3,1,161,3,,,9,4865,1
5084,,,3,4,157,3,,,6,5611,0
5085,,,4,5,133,3,,,4,5180,1
5086,,,4,3,138,3,,,2,5593,0
5087,,,4,3,158,3,,,1,5089,1
5088,,,5,2,243,3,,,2,5734,1
5089,,,3,2,189,3,,,2,4718,0
5090,,,2,4,272,2,,,4,4632,0
5091,,,4,4,168,3,,,6,5488,1
5092,,,4,4,157,3,,,10,5041,1
5093,,,3,5,217,2,,,6,5182,0
5094,,,5,3,237,4,,,8,5432,0
5095,,,4,3,133,2,,,9,4145,0
5096,,,3,4,243,2,,,1,5840,1
5097,,,5,3,273,4,,,2,4186,1
5098,,,5,4,202,5,,,6,5230,1
5099,,,5,5,240,2,,,7,4409,1
5100,,,3,5,275,3,,,6,5148,0
5101,,,3,5,274,3,,,5,4710,1
5102,,,4,3,272,3,,,4,5654,0
5103,,,2,4,126,5,,,2,5461,0
5104,,,5,3,215,2,,,10,5194,1
5105,,,2,5,175,5,,,8,4269,0
5106,,,4,3,149,6,,,5,5456,1
5107,,,6,1,145,3,,,1,4346,1
5108,,,6,1,257,4,,,3,5656,1
5109,,,4,3,136,3,,,10,4299,1
5110,,,5,3,163,6,,,6,4349,0
5111,,,3,4,256,3,,,7,5013,1
5112,,,3,3,141,3,,,7,4954,1
5113,,,4,3,196,2,,,4,4203,1
5114,,,5,4,154,2,,,5,5528,0
5115,,,5,3,197,3,,,2,4678,1
5116,,,3,2,207,3,,,1,4369,0
5117,,,4,1,258,4,,,5,5664,0
5118,,,3,3,270,3,,,7,4690,1
5119,,,5,2,139,4,,,9,5070,1
5120,,,3,5,197,3,,,4,5423,0
5121,,,5,2,176,3,,,9,5656,0
5122,,,3,1,206,3,,,5,5676,1
5123,,,4,5,176,4,,,6,5061,0
5124,,,2,4,208,3,,,6,4226,1
5125,,,3,3,154,2,,,1,5746,1
5126,,,2,2,206,5,,,7,5203,0
5127,,,3,5,253,2,,,8,5476,1
5128,,,4,5,270,3,,,2,5272,0
5129,,,3,3,271,4,,,3,4006,1
5130,,,2,1,108,3,,,4,5924,1
5131,,,4,5,172,2,,,7,4559,0
5132,,,5,1,265,3,,,5,4951,1
5133,,,4,4,208,5,,,7,5401,0
5134,,,4,5,261,3,,,3,4885,1
5135,,,4,4,197,2,,,1,5211,0
5136,,,4,4,240,2,,,4,5101,0
5137,,,4,1,273,4,,,1,4857,0
5138,,,3,5,180,2,,,1,5940,1
5139,,,4,2,136,2,,,7,4305,1
5140,,,3,4,222,6,,,10,4579,1
5141,,,4,5,231,4,,,9,5528,0
5142,,,4,5,240,5,,,8,4558,0
5143,,,4,1,152,3,,,10,5974,0
5144,,,5,2,206,2,,,2,5627,1
5145,,,2,3,274,4,,,10,4798,1
5146,,,5,4,97,6,,,7,5509,1
5147,,,3,4,243,4,,,10,4076,0
5148,,,3,4,106,6,,,7,4621,0
5149,,,5,3,241,3,,,2,5587,1
5150,,,3,1,217,4,,,1,5761,1
5151,,,4,1,241,4,,,5,5080,0
5152,,,4,3,213,3,,,6,5447,0
5153,,,3,1,134,3,,,10,4200,0
5154,,,3,4,162,2,,,8,4972,0
5155,,,2,4,193,4,,,7,5552,1
5156,,,4,3,138,2,,,9,5297,1
5157,,,5,4,181,5,,,2,5324,0
5158,,,4,2,274,2,,,10,4361,0
5159,,,4,3,254,2,,,3,4930,0
5160,,,5,2,196,5,,,10,5111,0
5161,,,4,2,157,4,,,6,4964,0
5162,,,4,3,130,3,,,3,4317,0
5163,,,3,3,273,2,,,7,5491,0
5164,,,4,5,154,3,,,9,5489,1
5165,,,4,2,166,3,,,8,4758,0
5166,,,5,5,171,3,,,8,4227,0
5167,,,5,4,177,2,,,2,5618,1
5168,,,2,5,195,3,,,3,5785,0
5169,,,5,4,269,2,,,9,5517,0
5170,,,4,1,196,3,,,4,4634,1
5171,,,3,1,244,3,,,7,5140,1
5172,,,3,3,137,3,,,1,5490,1
5173,,,3,2,201,3,,,6,5165,1
5174,,,3,3,211,3,,,7,5185,0
5175,,,5,3,266,3,,,4,4195,0
5176,,,5,3,222,2,,,2,5953,1
5177,,,5,4,241,4,,,6,4412,1
5178,,,3,2,226,4,,,8,5225,0
5179,,,3,5,254,3,,,3,4072,0
5180,,,4,5,222,3,,,8,4950,0
5181,,,4,4,148,3,,,5,4892,0
5182,,,4,3,194,3,,,3,5916,1
5183,,,4,1,177,2,,,7,5599,1
5184,,,2,2,150,3,,,6,5854,1
5185,,,3,2,111,2,,,4,4245,1
5186,,,5,4,172,3,,,3,5064,1
5187,,,4,5,234,3,,,3,5438,0
5188,,,5,5,257,4,,,10,5180,1
5189,,,3,1,221,3,,,3,5005,1
5190,,,5,1,171,5,,,8,4699,0
5191,,,4,4,231,2,,,4,5825,0
5192,,,5,5,187,4,,,9,5326,0
5193,,,5,4,233,3,,,8,5076,1
5194,,,4,4,268,6,,,3,4834,0
5195,,,4,2,262,3,,,9,4941,0
5196,,,3,4,284,10,,,8,4562,1
5197,,,3,3,259,3,,,5,4664,0
5198,,,3,1,221,10,,,10,5473,0
5199,,,5,5,271,4,,,6,4547,1
5200,,,5,4,249,3,,,2,4397,1
5201,,,5,5,259,3,,,5,4315,0
5202,,,3,1,176,3,,,5,5316,1
5203,,,4,1,139,3,,,6,4942,1
5204,,,3,4,243,3,,,8,4959,0
5205,,,5,2,248,3,,,5,5946,0
5206,,,3,5,247,3,,,4,5891,1
5207,,,5,5,230,10,,,10,5619,1
5208,,,5,3,134,3,,,8,5016,0
5209,,,4,1,184,3,,,8,4667,0
5210,,,4,5,263,3,,,6,5445,0
5211,,,5,4,121,5,,,4,4814,0
5212,,,3,2,160,3,,,3,5807,0
5213,,,4,2,229,4,,,3,5340,0
5214,,,7,3,306,4,,,4,1739,1
5215,,,6,2,291,4,,,8,1019,0
5216,,,6,4,292,4,,,10,1321,1
5217,,,6,2,293,5,,,2,1494,0
5218,,,6,4,275,4,,,9,1585,0
5219,,,6,3,274,4,,,2,1833,1
5220,,,7,5,310,4,,,5,1975,0
5221,,,6,3,292,4,,,10,1270,0
5222,,,6,5,256,5,,,10,1686,0
5223,,,4,5,234,3,,,5,5213,0
5224,,,5,1,257,4,,,1,4924,0
5225,,,3,1,221,3,,,1,4948,0
5226,,,5,1,171,5,,,2,5921,1
5227,,,4,1,231,2,,,1,5917,1
5228,,,5,1,187,4,,,8,5164,0
5229,,,5,1,233,3,,,10,5289,0
5230,,,4,2,268,6,,,2,4348,0
5231,,,4,3,262,3,,,9,4404,1
5232,,,3,4,284,10,,,5,5479,0
5233,,,3,3,259,3,,,4,4259,0
5234,,,3,5,221,10,,,7,5743,1
5235,,,5,5,271,4,,,10,4305,1
5236,,,5,2,249,3,,,8,5000,1
5237,,,5,5,259,3,,,1,4608,0
5238,,,3,1,176,3,,,7,4276,0
5239,,,4,1,139,3,,,1,5502,1
5240,,,3,1,243,3,,,2,5827,1
5241,,,5,3,248,3,,,10,5567,1
5242,,,3,4,247,3,,,6,4873,0
5243,,,5,5,230,10,,,3,5391,0
5244,,,5,5,134,3,,,5,5783,1
5245,,,4,2,184,3,,,10,4931,0
5246,,,4,4,263,3,,,10,4680,0
5247,,,5,2,121,5,,,4,5833,0
5248,,,3,1,160,3,,,4,5132,0
5249,,,4,1,229,4,,,2,5378,1
5250,,,7,5,306,4,,,2,1281,0
5251,,,6,2,291,4,,,7,1046,0
5252,,,6,4,292,4,,,9,1056,1
5253,,,6,5,293,5,,,1,1278,0
5254,,,6,4,275,4,,,10,1266,1
5255,,,6,3,274,4,,,10,1174,0
5256,,,7,2,310,4,,,4,1806,0
5257,,,6,5,292,4,,,10,1969,1
5258,,,6,1,275,4,,,5,1228,0
5259,,,7,3,310,4,,,8,1860,1
5260,,,7,5,281,4,,,8,1987,1
5261,,,6,5,256,4,,,5,1033,1
5262,,,6,4,304,4,,,2,1749,0
5263,,,6,4,285,4,,,6,1582,0
5264,,,7,4,283,5,,,6,1882,1
5265,,,6,1,304,4,,,4,1236,1
5266,,,6,3,282,4,,,3,1661,0
5267,,,6,2,304,5,,,6,1178,1
5268,,,6,2,301,5,,,3,1844,1
5269,,,7,2,296,4,,,6,1005,1
5270,,,6,4,264,4,,,1,1660,1
5271,,,6,4,306,4,,,6,1461,0
5272,,,7,4,243,4,,,6,1362,1
5273,,,6,2,286,4,,,9,1418,0
5274,,,6,2,247,4,,,1,1668,0
5275,,,7,5,292,5,,,5,1932,1
5276,,,6,2,281,2,,,9,1715,1
5277,,,6,5,294,4,,,4,1302,0
5278,,,5,1,279,4,,,3,1499,0
5279,,,6,4,298,4,,,9,1629,0
5280,,,6,3,248,4,,,6,1997,1
5281,,,6,5,261,4,,,3,1217,1
5282,,,5,2,136,2,,,3,1370,0
5283,,,6,3,259,5,,,1,1271,0
5284,,,6,4,292,4,,,7,1094,1
5285,,,7,4,305,4,,,6,1873,0
5286,,,6,2,304,4,,,9,1392,0
5287,,,3,5,218,2,,,4,5142,0
5288,,,4,1,268,3,,,6,4681,1
5289,,,2,3,110,5,,,3,4124,0
5290,,,4,4,248,3,,,1,5198,0
5291,,,4,3,194,2,,,4,5780,1
5292,,,5,4,151,2,,,10,5643,1
5293,,,3,2,205,2,,,6,4853,0
5294,,,2,1,275,2,,,5,4163,1
5295,,,5,3,229,2,,,10,5149,0
5296,,,3,4,169,3,,,4,5716,0
5297,,,3,1,137,5,,,8,4980,1
5298,,,3,2,263,3,,,3,4181,0
5299,,,5,4,187,3,,,1,4181,0
5300,,,4,3,287,4,,,6,5889,0
5301,,,4,4,134,2,,,5,5230,0
5302,,,5,4,244,3,,,3,4015,0
5303,,,4,3,229,2,,,8,5868,0
5304,,,5,1,203,5,,,2,4845,0
5305,,,4,5,183,2,,,8,4422,0
5306,,,4,2,146,2,,,4,4348,1
5307,,,4,4,252,3,,,1,5676,1
5308,,,3,5,133,3,,,7,4314,0
5309,,,3,3,207,3,,,7,4816,1
5310,,,3,4,243,3,,,8,5705,1
5311,,,2,1,219,4,,,7,5573,1
5312,,,3,1,182,2,,,3,5510,1
5313,,,5,5,257,3,,,5,5084,0
5314,,,4,2,256,4,,,4,5469,0
5315,,,3,5,181,4,,,1,4971,1
5316,,,3,1,219,3,,,6,4893,1
5317,,,4,3,227,2,,,3,4375,0
5318,,,3,5,232,2,,,8,5146,0
5319,,,6,4,143,4,,,4,4401,0
5320,,,4,3,274,3,,,7,5517,0
5321,,,4,4,186,3,,,2,4430,0
5322,,,3,4,273,3,,,3,5163,1
5323,,,3,3,199,3,,,7,5258,1
5324,,,4,4,238,3,,,5,4724,1
5325,,,4,3,175,3,,,4,5784,0
5326,,,4,2,252,6,,,2,5476,0
5327,,,6,1,250,3,,,5,5621,1
5328,,,3,2,254,2,,,10,5608,0
5329,,,2,4,201,2,,,2,5115,0
5330,,,5,1,234,3,,,9,5548,0
5331,,,4,2,164,4,,,2,5008,0
5332,,,4,1,197,3,,,2,4326,0
5333,,,4,3,158,4,,,7,4460,0
5334,,,3,2,158,3,,,4,5335,0
5335,,,5,3,111,4,,,8,4575,0
5336,,,5,3,215,3,,,2,4731,1
5337,,,6,3,233,3,,,9,4293,1
5338,,,4,4,204,3,,,8,5614,0
5339,,,2,5,254,2,,,10,5718,1
5340,,,5,1,162,3,,,1,5537,0
5341,,,4,1,249,5,,,9,4396,0
5342,,,3,2,151,3,,,7,5154,1
5343,,,4,2,243,2,,,6,4573,0
5344,,,4,2,181,3,,,4,5078,0
5345,,,4,3,241,2,,,4,5942,1
5346,,,3,3,175,3,,,2,5740,1
5347,,,3,1,191,2,,,10,5073,0
5348,,,4,5,260,3,,,10,4919,0
5349,,,4,1,263,4,,,9,4390,0
5350,,,4,1,254,2,,,10,4230,1
5351,,,5,5,103,6,,,2,4860,0
5352,,,5,2,254,5,,,2,5655,1
5353,,,5,4,235,2,,,9,5549,0
5354,,,4,3,167,3,,,1,4621,1
5355,,,4,5,140,5,,,3,4191,1
5356,,,4,1,231,3,,,2,4940,0
5357,,,2,4,144,4,,,8,5760,1
5358,,,4,5,183,2,,,2,4533,1
5359,,,4,3,149,3,,,3,5542,0
5360,,,4,4,145,2,,,8,5645,1
5361,,,3,3,223,3,,,4,5062,1
5362,,,4,2,251,2,,,10,4898,1
5363,,,4,2,240,3,,,9,5170,1
5364,,,4,5,226,5,,,5,4833,0
5365,,,4,1,200,2,,,5,5072,1
5366,,,3,4,213,3,,,4,5996,0
5367,,,3,4,166,2,,,10,5258,0
5368,,,5,2,203,6,,,7,5289,0
5369,,,3,4,175,2,,,9,5643,1
5370,,,4,2,197,3,,,6,5826,0
5371,,,4,1,158,3,,,5,5782,0
5372,,,4,2,257,2,,,7,5325,1
5373,,,3,1,183,2,,,3,4042,0
5374,,,3,3,254,2,,,8,4890,1
5375,,,3,1,219,2,,,10,4390,1
5376,,,3,5,271,4,,,3,5831,1
5377,,,4,4,236,2,,,5,5266,0
5378,,,5,1,170,4,,,6,5258,1
5379,,,5,4,203,2,,,2,4190,1
5380,,,3,5,258,3,,,5,4314,1
5381,,,4,5,228,2,,,4,4783,1
5382,,,6,3,251,5,,,8,4877,0
5383,,,3,3,166,2,,,4,4254,1
5384,,,3,5,147,3,,,4,5042,0
5385,,,5,4,248,4,,,5,4271,1
5386,,,3,2,238,4,,,7,5254,0
5387,,,4,4,219,2,,,7,4604,0
5388,,,5,2,226,3,,,6,4700,1
5389,,,3,3,211,4,,,7,4733,0
5390,,,5,4,139,3,,,6,5721,0
5391,,,4,2,137,2,,,2,5804,1
5392,,,4,4,222,2,,,7,4343,0
5393,,,2,3,257,2,,,1,5331,1
5394,,,5,1,186,4,,,5,5239,0
5395,,,4,2,262,3,,,4,5085,0
5396,,,4,3,248,3,,,5,4781,1
5397,,,5,3,245,3,,,5,5663,0
5398,,,5,3,202,4,,,6,5107,0
5399,,,4,3,279,6,,,2,5405,0
5400,,,5,1,263,3,,,6,4505,1
5401,,,3,5,227,4,,,9,4647,0
5402,,,5,3,245,4,,,8,4129,1
5403,,,4,5,142,2,,,7,4594,1
5404,,,5,3,192,3,,,6,4037,1
5405,,,4,3,190,4,,,4,4102,1
5406,,,2,2,146,4,,,4,5817,0
5407,,,4,3,161,2,,,3,4391,1
5408,,,3,3,192,3,,,1,4180,1
5409,,,3,1,267,3,,,5,5528,0
5410,,,5,5,186,4,,,9,5592,1
5411,,,4,2,149,5,,,8,4209,0
5412,,,4,4,246,3,,,2,5473,1
5413,,,3,2,177,4,,,3,5527,0
5414,,,4,5,199,2,,,8,4463,0
5415,,,5,2,247,3,,,3,4698,1
5416,,,4,5,157,3,,,2,4343,1
5417,,,3,1,202,3,,,9,4322,0
5418,,,4,2,150,3,,,6,5787,1
5419,,,5,5,209,2,,,3,4348,0
5420,,,5,3,223,3,,,6,5977,0
5421,,,3,3,234,3,,,8,4839,1
5422,,,6,1,147,3,,,5,4012,0
5423,,,6,5,201,5,,,3,5771,0
5424,,,5,3,134,2,,,10,5279,1
5425,,,4,1,229,4,,,3,4352,1
5426,,,4,4,200,4,,,3,5583,1
5427,,,4,4,239,3,,,4,4756,0
5428,,,5,4,237,6,,,2,4541,0
5429,,,5,2,121,5,,,10,4790,0
5430,,,3,4,156,3,,,6,5255,1
5431,,,5,3,195,4,,,9,5577,0
5432,,,4,4,261,3,,,9,5515,0
5433,,,2,1,255,2,,,9,5936,1
5434,,,3,5,212,4,,,9,5791,0
5435,,,4,4,241,3,,,8,5206,1
5436,,,4,5,266,3,,,4,5928,1
