Item Name,Category,Version,Item Code,Item ID,Buyer ID,Transaction ID,Date,Final Quantity,Total Revenue,Price Reductions,Refunds,Final Revenue,Sales Tax,Overall Revenue,Refunded Item Count,Purchased Item Count
RJK,Product R,L+ / St / Re,CF-17C-87C-44D-E-56A2F0C,88419828,3595970,7.2401E+13,22/04/2019,1,29.16,0,0,29.16,5.84,35,0,1
YQX,Product H,36 / B / FtO,FE-CF2-1E3-B91-0-FC2F95D,13424927,2903073,9.75875E+13,12/4/2019,1,74.16,-20.83,0,53.33,10.67,64,0,1
WHX,Product D,34 / B / FtO,78-AC0-420-2A7-C-2F18981,79976637,2282970,4.70681E+13,19/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product H,33 / A / FtO,B3-243-009-9AD-7-269A012,50465026,7857602,2.65522E+13,30/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,3787943,2.20136E+13,23/11/2018,1,79.17,0,0,79.17,15.83,95,0,1
AYN,Product H,36 / A / FtO,98-90C-BBB-59C-9-E57B610,70048477,6614237,3.94985E+13,21/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
RIH,Product P,33 / B / 31,4C-444-43A-F01-0-D9003D9,12910078,5.28543E+13,8.18541E+13,4/1/2019,1,36.67,0,0,36.67,7.33,44,0,1
WHX,Product D,35 / B / FtO,85-572-6E4-EF2-1-F7DBC04,70101748,8956392,5.67652E+13,3/4/2019,1,74.16,-10.41,0,63.75,12.75,76.5,0,1
WHX,Product P,32 / B / FtO,85-2EB-163-D62-5-FC50316,26246865,9723239,2.48654E+13,19/03/2019,1,79.16,0,0,79.16,15.84,95,0,1
NWB,Product H,31 / A / FtO,7A-252-64A-950-E-2DB6732,22559066,1354563,7.5335E+13,27/11/2018,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
TSH,Product N,L+ / St / Re,68-88F-67A-357-9-0987089,57946473,3254109,2.34843E+13,7/11/2018,1,49.18,-3.61,0,45.57,9.11,54.68,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,2521500,3.35039E+13,28/01/2019,-1,0,0,-79.16,-79.16,-15.84,-95,-1,0
QID,Product H,38 / C / FtO,22-E3C-4B6-EA9-F-5F6BBB2,64237685,4466508,1.75963E+13,15/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
QID,Product H,31 / B / FtO,9E-6C0-4BA-F0A-F-E3B441C,39259566,3691963,5.5285E+13,26/11/2018,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
RJF,Product P,31 / A / FtO,C8-F7E-F9D-4D8-F-5315930,25033442,9722853,1.77174E+13,5/11/2018,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
QID,Product H,28 / A / FtO,E0-645-F58-145-8-C1C5A1A,49997721,3894737,5.58966E+13,20/01/2019,1,74.17,-20.84,0,53.33,10.67,64,0,1
XEB,Product P,36 / B / FtO,C4-A2A-601-15A-5-DB7DF4B,33911093,6985774,2.09599E+13,23/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
YQX,Product H,34 / A / FtO,7F-323-5FB-8CB-6-E7A9CC6,56155417,7873508,1.48762E+13,4/4/2019,1,74.16,0,0,74.16,14.84,89,0,1
YQX,Product R,M+ / St / Re,29-67E-243-24B-2-10BA009,88419828,5267937,6.06838E+13,15/03/2019,1,29.17,0,0,29.17,5.83,35,0,1
CRH,Product G,40 / B / 11,4E-EF7-177-23A-F-0150A94,73544700,9132735,1.36773E+13,19/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
YMR,Product W,37 / A / FtO,C2-6DD-8BB-B0E-8-3CE5F4A,44945143,3875732,6.78797E+13,23/01/2019,-1,0,0,-57.5,-57.5,-11.5,-69,-1,0
RJK,Product P,35 / B / FtO,F4-B6B-582-035-9-F86DB4B,16345004,6045476,4.93419E+13,26/03/2019,1,79.16,-8.6,0,70.56,14.11,84.67,0,1
RJF,Product P,36 / B / 33,54-BC2-D7A-D87-4-B7890E1,85084761,7901868,4.59511E+13,2/1/2019,1,79.17,0,0,79.17,15.83,95,0,1
QID,Product H,34 / B / FtO,C9-414-FFC-143-B-93F2FD7,58925511,6463178,6.91278E+13,1/3/2019,1,74.17,-8.34,0,65.83,13.17,79,0,1
WHX,Product P,31 / C / FtO,45-764-EDC-2DF-9-776ECF2,85812701,6877559,7.755E+13,23/11/2018,1,79.18,-15.84,0,63.34,12.66,76,0,1
FTU,Product N,S / Sl / Re,05-029-6A6-72D-D-0E42D55,54388513,8723276,8.63501E+13,25/03/2019,1,40.83,0,0,40.83,8.17,49,0,1
OTH,Product P,34 / A / FtO,AB-F30-E6E-47D-F-496CB71,16345004,4762985,8.36809E+13,15/02/2019,1,79.17,0,0,79.17,15.83,95,0,1
QID,Product H,38 / A / FtO,A0-3BF-C64-13F-D-F264F0F,43101891,7053822,9.23326E+13,20/03/2019,1,74.16,0,0,74.16,14.84,89,0,1
TSH,Product P,35 / A / FtO,D7-91B-54C-B13-F-B4DAE97,40522014,7197241,6.97232E+13,15/11/2018,1,79.17,-8.34,0,70.83,14.17,85,0,1
LQS,Product C,31 / A / FtO,B6-4F5-F15-726-9-8B27016,26922227,9072372,5.00689E+13,26/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
RJF,Product P,35 / B / FtO,22-6A3-ACF-C57-6-3147EE4,88162726,6253184,7.01552E+13,10/12/2018,1,79.17,0,0,79.17,15.83,95,0,1
QID,Product A,38 / C / FtO,30-163-1D2-2BF-F-315073A,24064862,5467580,5.54458E+13,26/11/2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
AYN,Product P,35 / B / FtO,96-E41-3F2-8AE-D-3AF660A,33363537,5237918,9.81492E+13,9/1/2019,1,55,0,0,55,11,66,0,1
NMA,Product H,34 / B / FtO,FE-254-83B-987-1-44F2D46,22559066,8344702,4.68754E+13,17/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
NMA,Product D,40 / C / FtO,FF-5D6-30A-9E9-E-3349523,32740590,8235412,5.14714E+13,20/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
EKJ,Product O,34 / A / 11,E5-8FC-372-B6E-B-04397EA,73544700,9457696,6.0258E+13,27/04/2019,1,57.49,0,0,57.49,11.51,69,0,1
NMA,Product H,30 / A / 30,39-2D0-488-22E-3-978B476,39067835,4264606,7.85097E+13,25/03/2019,-1,0,0,-59.33,-59.33,-11.87,-71.2,-1,0
UQJ,Product H,32 / A / FtO,A2-DE4-F20-7EB-7-DF768BB,87226152,5621382,6.30436E+13,3/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
TSH,Product P,32 / B / 29,45-596-02E-49C-A-E27E351,43443566,9917738,9.04557E+13,27/12/2018,1,55,0,0,55,11,66,0,1
YYI,Product P,35 / B / FtO,29-77B-949-731-1-EDDCF45,40522014,1.0908E+13,7.86869E+13,11/1/2019,-1,0,0,-55,-55,-11,-66,-1,0
VXH,Product A,32 / A / FtO,57-9D4-ECB-549-A-3126C9C,40522014,8606605,1.39932E+13,28/11/2018,1,107.5,0,0,107.5,21.5,129,0,1
KNB,Product O,35 / B / 9,1A-233-E32-358-D-F648826,73544700,6855291,5.92012E+13,21/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
YQX,Product O,32 / A / 9,D6-ED5-4DF-6F9-F-5615D10,10383852,7820118,6.60388E+13,30/04/2019,1,57.5,-5.75,0,51.75,10.35,62.1,0,1
OTH,Product P,34 / A / FtO,AB-F30-E6E-47D-F-496CB71,16345004,7956751,3.3935E+13,15/03/2019,1,79.17,0,0,79.17,15.83,95,0,1
KDP,Product N,L+ / Sl / Lo,12-B0E-AA5-A18-0-3B4F0F4,88176838,3050156,8.82213E+13,2/4/2019,-1,0,0,-24.17,-24.17,-4.83,-29,-1,0
AZN,Product H,30 / B / 29,1E-037-706-6FE-1-42F8FD6,56035961,4137083,4.44111E+13,27/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
OTH,Product P,34 / C / FtO,0A-F78-508-F29-1-7224833,16345004,8607080,8.79846E+13,11/4/2019,1,79.17,0,0,79.17,15.83,95,0,1
YQX,Product N,M / Sl / Sh,FA-B42-5A5-74E-7-ABA58E4,38761153,5425117,3.29327E+13,27/02/2019,1,40.83,0,0,40.83,8.17,49,0,1
AYN,Product H,36 / A / FtO,98-90C-BBB-59C-9-E57B610,70048477,3618727,3.1548E+13,30/01/2019,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product H,31 / B / 29,CA-C65-6D8-BBE-B-C4543AF,46653954,2609165,5.60447E+13,7/1/2019,1,74.17,-20.84,0,53.33,10.67,64,0,1
ZQV,Product W,36 / B / 31,3F-9E0-9EC-30E-4-9F0FB29,49656095,6686595,8.33524E+13,8/3/2019,1,57.5,0,0,57.5,11.5,69,0,1
OUT,Product W,33 / A / FtO,05-F69-57C-CDC-D-5D4D81A,87226152,7716628,4.47116E+13,1/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
WHX,Product P,34 / A / FtO,76-BA0-289-04B-C-9EB5C4F,83605938,8983547,2.02667E+13,26/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,8116131,9.78056E+13,6/4/2019,1,79.16,0,0,79.16,15.84,95,0,1
KNB,Product H,34 / B / 32,5A-588-8F7-0D9-2-13273F8,10014467,2566481,5.342E+13,1/1/2019,1,51.67,0,0,51.67,10.33,62,0,1
OHR,Product H,32 / A / FtO,B7-387-812-BB6-B-94A66BA,22559066,2028611,3.86198E+13,18/11/2018,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
YQX,Product O,37 / B / 11,DA-8F0-8C5-916-C-ED2F28D,10383852,1888708,2.21984E+13,23/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
RJF,Product P,32 / A / FtO,D9-FBB-83F-429-F-51CFE08,84452481,5433352,5.69055E+13,6/11/2018,1,79.17,0,0,79.17,15.83,95,0,1
OHR,Product D,32 / B / 32,19-2A1-49A-738-D-54C35C3,25761671,1401922,7.4894E+13,25/11/2018,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
KNB,Product O,36 / B / 11,9D-358-C47-84C-A-FB504BD,73544700,8698396,2.88766E+13,30/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
WHX,Product A,37 / C / 31,CA-45C-AEC-916-E-7A3072E,98531931,8793452,5.42268E+13,1/2/2019,1,107.5,0,0,107.5,21.5,129,0,1
KDP,Product G,37 / C / 9,8E-0FF-C21-CF5-8-51EBF87,10383852,9868057,9.04123E+13,23/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
NMA,Product H,35 / A / FtO,72-0F5-A75-22E-7-192C1D5,22559066,3245199,8.90149E+13,19/02/2019,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
NMA,Product F,36 / B / FtO,3F-3AC-2FD-595-6-2FFF2F7,38274452,8527839,6.20423E+13,6/4/2019,1,99.16,0,0,99.16,19.84,119,0,1
RJF,Product P,34 / B / FtO,32-AA7-838-2C8-E-1195FE8,98393407,5072298,8.80084E+13,27/12/2018,1,79.17,-8.05,0,71.12,14.23,85.35,0,1
WHX,Product D,36 / C / FtO,7D-836-023-118-2-E0F3561,43653050,2433905,1.9595E+13,5/12/2018,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product D,32 / A / FtO,1C-89C-388-1D0-D-726D144,36502945,3987809,7.84312E+13,4/1/2019,-1,0,0,-74.16,-74.16,-14.84,-89,-1,0
YQX,Product F,33 / B / FtO,03-95D-667-A87-E-F6F479F,38274452,5236471,4.29033E+13,29/11/2018,-1,0,0,-99.16,-99.16,-19.84,-119,-1,0
MTW,Product C,32 / A / FtO,B3-CBF-294-E43-6-DA5D66D,26922227,2914005,2.02394E+13,3/11/2018,1,82.51,-20.84,0,61.67,12.33,74,0,1
MAG,Product B,33 / B / FtO,6E-03F-18C-1FB-3-EA85887,24064862,1903405,5.36114E+13,3/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
XEB,Product D,32 / A / 31,50-A6E-CC9-391-6-1773D68,78928744,9840212,2.37194E+13,8/3/2019,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product A,32 / B / FtO,81-763-504-1B8-8-023BFE1,12412505,9670187,2.91837E+13,13/02/2019,1,107.51,-20.84,0,86.67,17.33,104,0,1
AYN,Product H,33 / B / FtO,B2-6F1-C7D-824-4-5AD849C,57555781,4435407,1.74503E+13,28/01/2019,-1,0,0,-74.16,-74.16,-14.84,-89,-1,0
WHX,Product P,35 / B / FtO,A9-770-EAB-2C5-4-E45BA7C,96971321,1078103,6.7728E+13,28/12/2018,1,79.17,0,0,79.17,15.83,95,0,1
VXH,Product P,37 / C / FtO,E9-772-FF0-D83-2-9DFCD4B,40522014,6864821,4.64625E+13,23/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
RJF,Product P,33 / A / FtO,E8-94E-375-825-4-9A886F3,19149775,3367398,1.03335E+13,13/12/2018,1,79.17,0,0,79.17,15.83,95,0,1
NWB,Product H,38 / A / FtO,01-C57-005-E57-E-7A91FCE,22559066,9632230,4.844E+13,8/3/2019,1,51.67,0,0,51.67,10.33,62,0,1
AYN,Product P,36 / A / FtO,AC-DBF-D0E-3A9-4-A45CA1F,21880080,4482149,7.79985E+13,7/3/2019,-1,0,0,-49.5,-49.5,-9.9,-59.4,-1,0
WHX,Product A,34 / A / FtO,BB-624-2EC-849-6-55C3AE9,70509397,2020080,4.69845E+13,26/11/2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
WHX,Product P,34 / B / FtO,4A-30E-267-CB3-1-506E7F7,35638092,8282930,1.59275E+13,23/02/2019,1,79.17,0,0,79.17,15.83,95,0,1
NSP,Product P,35 / C / FtO,5F-0AA-15E-2C5-E-09CECF6,22559066,9833918,4.18456E+13,5/1/2019,1,55,0,0,55,11,66,0,1
AYN,Product P,36 / A / FtO,AC-DBF-D0E-3A9-4-A45CA1F,21880080,7002148,5.90939E+13,9/1/2019,1,55,0,0,55,11,66,0,1
DPR,DPR,100,AD-982-708-895-F-6C894FB,52039657,5232573,3.21956E+13,17/12/2018,1,100,0,0,100,0,100,0,1
OTH,Product P,38 / B / FtO,1C-314-66D-995-F-0062F4B,16345004,2.92474E+13,7.90257E+13,23/02/2019,1,79.17,0,0,79.17,15.83,95,0,1
EYV,Product H,36 / C / FtO,E8-02F-843-0C1-C-0339664,22559066,4400609,2.07753E+13,6/12/2018,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
KDP,Product G,32 / A / 11,0A-325-899-9B6-7-3DD7153,10383852,6481042,2.23007E+13,27/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
NWB,Product D,28 / A / FtO,50-53C-649-87E-4-2CC3500,40522014,8057884,2.01957E+13,25/11/2018,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
OTH,Product P,33 / B / FtO,AA-01E-930-831-A-6C6662E,16345004,3753756,4.7871E+13,29/01/2019,1,79.17,0,0,79.17,15.83,95,0,1
VTH,Product Q,34 / B / 30,09-993-A9C-EE7-A-1FDD0CB,31465047,4391495,7.44441E+13,6/1/2019,1,36.67,0,0,36.67,7.33,44,0,1
NMA,Product F,35 / A / FtO,B3-B8B-FB2-BE7-7-9DD1301,38274452,2633358,4.59042E+13,4/4/2019,1,99.16,-16.66,0,82.5,16.5,99,0,1
KNB,Product M,35 / B / FtO,B8-B34-9CE-799-4-F90F1E7,92567842,8726088,4.76081E+13,17/04/2019,1,82.5,0,0,82.5,16.5,99,0,1
YQX,Product H,31 / A / FtO,7E-DD5-BAD-F3F-E-AA11AE6,29167199,9567594,2.52646E+13,15/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,7231856,1.9878E+13,23/02/2019,2,158.33,0,0,158.33,31.67,190,0,2
LPZ,Product N,M / St / Re,4A-41E-835-829-2-5B45EA1,50327934,4516498,6.63335E+13,6/1/2019,1,24.17,0,0,24.17,4.83,29,0,1
NWB,Product H,38 / B / 29,75-439-6B6-57D-C-6163ACE,11926413,9727329,6.5548E+13,19/12/2018,1,74.17,-20.84,0,53.33,10.67,64,0,1
TSH,Product P,36 / B / FtO,4C-B33-EB3-FF3-8-539789E,40522014,5239632,4.9235E+13,15/01/2019,1,55,-5.5,0,49.5,9.9,59.4,0,1
RJF,Product P,34 / B / FtO,32-AA7-838-2C8-E-1195FE8,98393407,4468945,3.26557E+13,18/01/2019,-1,0,0,-66.87,-66.87,-13.38,-80.25,-1,0
YQX,Product H,30 / A / FtO,57-8AA-4BE-904-7-034F392,30980110,6332947,2.8149E+13,10/3/2019,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product C,36 / B / FtO,D7-036-7E7-B2D-F-9ABDCB2,26922227,8978977,4.60685E+13,25/01/2019,-1,0,0,-66,-66,-13.2,-79.2,-1,0
EXR,Product J,38 / B / FtO,B5-21A-C6A-BA7-0-86A817A,89495938,3286475,2.04866E+13,20/02/2019,1,99.17,0,0,99.17,19.83,119,0,1
YYI,Product P,31 / B / 34,6C-152-93F-FAE-A-F5A5D7C,95092795,6382267,1.7636E+13,29/12/2018,1,55,0,0,55,11,66,0,1
NWB,Product H,34 / A / 32,06-93F-410-9EC-4-AB118F5,73865731,7602588,7.36011E+13,13/11/2018,-1,0,0,-63.75,-63.75,-12.75,-76.5,-1,0
XEB,Product P,33 / B / FtO,76-4A6-4F1-710-B-3591D84,57799968,8913919,5.14876E+13,18/03/2019,1,79.16,0,0,79.16,15.84,95,0,1
WHX,Product D,33 / B / FtO,1E-6CF-5AF-AA7-E-0D1A481,31220529,9763328,3.63954E+13,5/11/2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
OVT,Product N,L / Sl / Re,C2-0F6-1F2-509-D-AE0686C,56268382,4567695,7.18647E+13,22/01/2019,-1,0,0,-24.16,-24.16,-4.84,-29,-1,0
WHX,Product P,35 / A / FtO,B3-23B-1A3-62D-A-287B1D1,99622642,6353698,2.39644E+13,20/04/2019,1,79.16,0,0,79.16,15.84,95,0,1
WHX,Product P,32 / B / FtO,85-2EB-163-D62-5-FC50316,26246865,6665685,4.47549E+13,23/11/2018,-1,0,0,-71.25,-71.25,-14.25,-85.5,-1,0
ZQV,Product W,38 / B / FtO,EA-0E5-736-3E6-A-7BA1610,44945143,5533700,5.06263E+13,3/1/2019,1,57.5,0,0,57.5,11.5,69,0,1
XEB,Product P,34 / B / FtO,0D-DE2-008-E6C-8-05DF67E,88881738,4982874,3.50442E+13,24/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
OHR,Product N,M / Sl / Re,00-B29-3D6-B5D-1-BBB727F,57946473,4103891,5.85596E+13,2/1/2019,-1,0,0,-38.75,-38.75,-7.75,-46.5,-1,0
ZQV,Product W,30 / B / 29,8F-9B5-455-C70-A-9E39F65,94630568,2028611,1.32455E+13,2/1/2019,1,57.5,0,0,57.5,11.5,69,0,1
XEB,Product P,36 / B / FtO,C4-A2A-601-15A-5-DB7DF4B,33911093,2046402,1.74582E+13,8/3/2019,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
WHX,Product D,35 / B / FtO,85-572-6E4-EF2-1-F7DBC04,70101748,1210605,6.13964E+13,23/02/2019,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
EXR,Product J,33 / B / FtO,28-981-9FD-A13-C-536F824,89495938,9834057,4.21882E+13,20/02/2019,1,99.17,0,0,99.17,19.83,119,0,1
NMA,Product D,38 / B / FtO,AF-5CA-018-61A-D-2550469,32740590,3296423,9.90562E+13,18/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,2558546,3.95061E+13,18/11/2018,1,79.18,-15.84,0,63.34,12.66,76,0,1
DPR,DPR,89,B4-CA5-576-2BB-C-22AC3F0,98970920,9808880,6.43072E+13,18/12/2018,1,89,0,0,89,0,89,0,1
NSP,Product P,34 / B / 32,23-C81-367-80D-3-CB63CC5,77554912,9746163,4.68344E+13,8/3/2019,1,55,0,0,55,11,66,0,1
AYN,Product P,37 / B / FtO,EE-B9B-B46-7B1-7-F2E7FA4,49496123,3360109,7.27413E+13,23/11/2018,-1,0,0,-53.18,-53.18,-10.82,-64,-1,0
WHX,Product P,35 / B / FtO,A9-770-EAB-2C5-4-E45BA7C,96971321,5390379,5.84852E+13,26/11/2018,-1,0,0,-79.17,-79.17,-15.83,-95,-1,0
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,4247771,7.05742E+13,25/01/2019,1,79.17,-10.42,0,68.75,13.75,82.5,0,1
AYN,Product H,34 / A / FtO,4E-2A3-483-73C-6-FDE84AF,92215853,7400316,3.39629E+13,29/03/2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
KNB,Product H,40 / C / FtO,F2-30E-B9E-E49-6-C7767B7,35217329,7133968,3.55639E+13,25/04/2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
JYJ,Product H,33 / B / 34,E6-3F7-F2F-C78-E-C920D13,75386847,7658321,5.71821E+13,2/1/2019,1,36.67,0,0,36.67,7.33,44,0,1
ZQV,Product W,40 / C / FtO,62-8F2-226-55E-6-51EA6E3,44945143,7226165,5.48761E+13,24/01/2019,-1,0,0,-57.5,-57.5,-11.5,-69,-1,0
TSH,Product N,M / Sl / Re,26-60F-DC7-096-0-87A6F68,57946473,7080494,5.18275E+13,7/11/2018,1,49.16,0,0,49.16,9.84,59,0,1
RJF,Product P,33 / B / 34,FF-858-223-B8E-C-7BBEABD,12054994,4700584,7.31777E+13,26/11/2018,1,79.18,-15.84,0,63.34,12.66,76,0,1
FQD,Product H,35 / C / FtO,88-B7A-BCF-8A7-6-5A77734,61310715,9888442,3.7985E+13,24/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product B,34 / B / FtO,F9-616-9A5-69F-8-322E3A3,24064862,5747445,6.21058E+13,23/01/2019,-1,0,0,-82.5,-82.5,-16.5,-99,-1,0
AYN,Product P,35 / B / FtO,96-E41-3F2-8AE-D-3AF660A,33363537,7571742,7.99191E+13,30/11/2018,-1,0,0,-79.16,-79.16,-15.84,-95,-1,0
RIH,Product H,37 / C / 33,9A-037-7A1-22D-C-CD4FCD5,38895434,3897100,8.63277E+13,29/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
NMA,Product H,34 / B / FtO,FE-254-83B-987-1-44F2D46,22559066,9858393,7.48858E+13,22/02/2019,-1,0,0,-66.75,-66.75,-13.35,-80.1,-1,0
FTU,Product N,M+ / Sl / Lo,F6-60E-1F4-7BB-3-F4D116D,54388513,8138479,9.1607E+13,22/02/2019,1,49.18,-6.91,0,42.27,8.45,50.72,0,1
AYN,Product H,33 / B / FtO,B2-6F1-C7D-824-4-5AD849C,57555781,5785022,9.92871E+13,5/11/2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
FTU,Product N,M+ / St / Re,1F-12B-AAF-1E3-3-904D073,54388513,8074038,1.74138E+13,20/11/2018,1,49.17,-5.95,0,43.22,8.65,51.87,0,1
QID,Product H,28 / A / FtO,E0-645-F58-145-8-C1C5A1A,49997721,3894737,5.58966E+13,14/02/2019,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
WHX,Product P,38 / C / FtO,1C-F31-5C5-A71-9-E27F89C,23625707,6064936,9.19111E+13,1/4/2019,1,79.17,0,0,79.17,15.83,95,0,1
LQS,Product B,30 / A / FtO,90-731-3D5-D6E-B-6A62D8E,24064862,9744528,2.51269E+13,26/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
MAG,Product B,40 / B / FtO,78-BD5-D57-925-9-16F8BC8,24064862,4182171,7.58731E+13,26/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
RJF,Product P,30 / A / FtO,C5-1CE-BA3-100-F-D3750A8,86187584,3291621,2.29525E+13,25/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
CLH,Product B,38 / B / FtO,90-ADF-287-0BD-3-C09C75A,24064862,1232390,2.73164E+13,12/3/2019,1,57.5,0,0,57.5,11.5,69,0,1
AZN,Product Q,35 / C / 33,AA-D15-D44-505-F-C09FE22,90608498,2250101,6.69871E+13,27/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product P,32 / B / FtO,85-2EB-163-D62-5-FC50316,26246865,7016151,5.59151E+13,29/03/2019,-1,0,0,-79.16,-79.16,-15.84,-95,-1,0
XEB,Product P,32 / B / FtO,54-50F-3B5-7D2-8-74B12CD,19852484,8802985,6.0255E+13,30/01/2019,1,79.17,-20.84,0,58.33,11.67,70,0,1
WHX,Product A,32 / A / FtO,1F-688-D33-147-7-145B5FA,62880921,3854896,6.08334E+13,24/11/2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
RJF,Product P,38 / C / FtO,E0-3E8-305-5E1-3-FF4A1D4,76751353,1158605,8.23307E+13,26/04/2019,1,79.17,0,0,79.17,15.83,95,0,1
TSH,Product N,M+ / Sl / Sh,8C-52F-F4B-8A5-A-19F0DF5,57946473,4883583,4.66027E+13,14/04/2019,1,40.84,0,0,40.84,8.16,49,0,1
XEB,Product P,37 / B / FtO,11-B5D-E69-22E-E-204C834,74841968,8108592,5.3128E+13,26/02/2019,1,79.17,0,0,79.17,15.83,95,0,1
JAF,Product W,34 / C / FtO,67-3B6-91C-581-E-7022BD2,87226152,7499847,9.19092E+13,4/1/2019,1,40.83,0,0,40.83,8.17,49,0,1
RJF,Product P,32 / B / FtO,EC-220-A2D-85C-E-DA2A2C6,90060431,7346395,2.65191E+13,15/02/2019,1,79.16,0,0,79.16,15.84,95,0,1
OTH,Product D,36 / B / FtO,FD-468-68E-673-4-B9C1CDE,61310715,2923936,2.80969E+13,29/03/2019,1,74.17,-12.5,0,61.67,12.33,74,0,1
FTU,Product N,M+ / Sl / Re,8C-9A6-25B-854-5-4AD2422,54388513,7324496,1.19279E+13,1/4/2019,1,40.83,-8.17,0,32.66,6.53,39.19,0,1
NMA,Product D,32 / A / FtO,FC-5E7-529-DD7-F-B08A270,32740590,9402639,5.75982E+13,19/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
NMA,Product H,32 / A / FtO,AC-FA6-281-BE1-B-2DC5DCB,22559066,3618208,6.27559E+13,18/01/2019,1,74.17,0,0,74.17,14.83,89,0,1
INU,Product A,34 / B / FtO,0B-592-F23-8D1-3-833DE0D,95571806,3453066,5.29576E+13,26/04/2019,1,107.5,0,0,107.5,21.5,129,0,1
YMR,Product W,38 / B / FtO,5C-ED5-EE8-0D9-3-CDA5945,44945143,9726447,6.80015E+13,10/12/2018,-1,0,0,-82.5,-82.5,-16.5,-99,-1,0
QID,Product H,34 / B / FtO,C9-414-FFC-143-B-93F2FD7,58925511,8061601,9.46179E+13,9/1/2019,1,74.17,0,0,74.17,14.83,89,0,1
RJF,Product P,34 / B / FtO,32-AA7-838-2C8-E-1195FE8,98393407,6327576,9.56307E+13,1/3/2019,1,79.17,0,0,79.17,15.83,95,0,1
EXR,Product J,33 / B / FtO,28-981-9FD-A13-C-536F824,89495938,3293503,8.62151E+13,20/02/2019,1,99.17,0,0,99.17,19.83,119,0,1
RJF,Product P,32 / A / FtO,D9-FBB-83F-429-F-51CFE08,84452481,4129620,2.70233E+13,26/04/2019,1,79.16,-20.83,0,58.33,11.67,70,0,1
WHX,Product P,28 / A / 30,7F-312-68C-C14-7-F0FB6CB,29785225,8995602,1.07285E+13,4/11/2018,-1,0,0,-66.75,-66.75,-13.35,-80.1,-1,0
